PARTY,Q2A_C,Q2A_D,Q2A_F,Q2B_A,Q2B_B,Q2B_C,Q2B_D,Q2B_E,Q2B_F,Q2B_G,Q2B_H,Q2B_I,Q2B_J,Q2B_K,Q2B_L,Q2B_M,Q2B_N,Q2B_O,Q2B_P,demFav,Q2A_A,Q2A_B,Q2A_E,repFav,cDemFav,zDemFav,zRepFav
Republican,4,NA,4,4,4,4,4,4,4,NA,4,4,NA,4,NA,4,NA,NA,NA,1,1,3,3,2.666666667,-1.332861484,-1.662740901,0.84704027
Independent,NA,2,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2.5,3,NA,3,2,0.167138516,0.208504822,0.009082872
Democrat,1,2,1,1,2,2,2,2,1,NA,2,NA,2,NA,2,2,2,NA,NA,3.285714286,4,NA,4,1,0.952852802,1.188681153,-1.247853227
Independent,2,NA,1,1,1,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,3.909090909,4,NA,4,1,1.576229425,1.966341714,-1.247853227
Democrat,2,2,2,2,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.166666667,4,NA,4,1,0.833805183,1.040169588,-1.247853227
Democrat,2,NA,2,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,2,0.667138516,0.832253397,0.009082872
Republican,4,NA,4,3,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.166666667,1,NA,2,3.5,-1.166194817,-1.454824709,1.894487019
Democrat,2,NA,3,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2,2,2,3,0.467138516,0.582753967,1.26601897
Independent,3,2,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,3,NA,2,2.5,0.267138516,0.333254537,0.637550921
Independent,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,1,NA,4,2.5,-0.582861484,-0.727118039,0.637550921
Independent,2,NA,1,2,3,2,3,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2.888888889,3,2,3,2.333333333,0.556027405,0.693642602,0.428061571
Democrat,1,2,1,2,1,1,1,2,1,NA,1,3,2,NA,NA,NA,3,NA,1,3.428571429,4,NA,4,1,1.095709945,1.366895032,-1.247853227
Democrat,3,NA,1,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3.4,4,3,3,1.666666667,1.067138516,1.331252256,-0.409895828
Independent,3,3,2,2,3,3,3,3,3,NA,3,NA,NA,3,NA,3,NA,3,NA,2.153846154,3,NA,NA,2,-0.17901533,-0.223321114,0.009082872
Democrat,1,1,1,3,1,1,2,2,1,NA,NA,2,NA,2,NA,2,NA,NA,1,3.461538462,4,NA,4,1,1.128676978,1.408021311,-1.247853227
Democrat,2,NA,1,1,1,2,1,2,1,NA,NA,2,1,NA,1,NA,NA,1,NA,3.666666667,4,3,4,1.333333333,1.333805183,1.663918162,-0.828874527
Independent,3,4,2,3,4,3,3,3,3,NA,NA,4,3,NA,NA,4,NA,2,3,1.857142857,2,NA,2,3,-0.475718627,-0.59345763,1.26601897
Other,3,4,3,4,NA,4,4,4,NA,NA,4,NA,4,NA,4,4,4,NA,NA,1.166666667,1,NA,3,3,-1.166194817,-1.454824709,1.26601897
Democrat,3,NA,1,2,3,3,2,3,3,3,NA,3,3,NA,NA,NA,NA,3,2,2.384615385,4,3,4,1.333333333,0.051753901,0.064562844,-0.828874527
Other,3,NA,3,3,3,3,3,3,3,3,3,NA,NA,3,NA,3,NA,NA,3,2,3,3,3,2,-0.332861484,-0.415243752,0.009082872
Republican,4,NA,3,2,NA,NA,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.142857143,2,3,2,2.666666667,-0.190004341,-0.237029874,0.84704027
Independent,4,NA,2,3,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,3,NA,NA,2,-0.732861484,-0.914242611,0.009082872
Independent,3,NA,2,3,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,2.166666667,2,3,2,2.666666667,-0.166194817,-0.207327561,0.84704027
Republican,3,4,4,4,4,4,4,4,4,NA,NA,4,NA,4,NA,4,NA,4,NA,1.076923077,1,NA,2,3.5,-1.255938407,-1.566779582,1.894487019
Independent,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,1,-1.332861484,-1.662740901,-1.247853227
Democrat,2,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2.777777778,4,NA,4,1,0.444916294,0.555031808,-1.247853227
Independent,2,3,1,1,NA,2,3,4,4,NA,NA,NA,3,NA,NA,3,NA,2,NA,2.454545455,4,NA,4,1,0.121683971,0.151800406,-1.247853227
Republican,4,3,4,4,4,3,4,3,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1.4,1,NA,3,3,-0.932861484,-1.163742041,1.26601897
Independent,2,2,2,2,3,3,2,2,2,3,3,NA,NA,2,NA,NA,3,3,NA,2.571428571,4,NA,4,1,0.238567088,0.297611761,-1.247853227
Democrat,4,4,2,2,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,4,1,-0.332861484,-0.415243752,-1.247853227
Democrat,2,NA,1,2,1,1,1,2,1,NA,NA,3,NA,2,2,NA,NA,3,NA,3.25,4,2,4,1.666666667,0.917138516,1.144127684,-0.409895828
Republican,3,NA,4,3,4,4,4,4,4,NA,NA,4,NA,4,4,4,4,NA,NA,1.153846154,2,3,2,2.666666667,-1.17901533,-1.470818262,0.84704027
Republican,4,4,3,2,NA,NA,4,3,2,NA,NA,2,NA,NA,NA,NA,NA,4,NA,1.888888889,4,NA,3,1.5,-0.443972595,-0.553854546,-0.619385178
Democrat,3,2,1,2,3,1,1,2,1,NA,1,3,2,NA,2,NA,NA,NA,NA,3.153846154,4,NA,4,1,0.82098467,1.024176035,-1.247853227
Democrat,2,2,1,2,2,1,2,3,2,NA,2,NA,NA,1,1,2,NA,2,NA,3.214285714,4,NA,4,1,0.88142423,1.099574214,-1.247853227
Democrat,1,1,1,2,2,2,1,2,1,2,NA,NA,4,NA,2,2,NA,3,NA,3.142857143,4,NA,4,1,0.809995659,1.010467275,-1.247853227
Republican,4,3,4,4,1,NA,NA,3,3,NA,3,NA,3,NA,NA,4,NA,NA,2,1.909090909,1,NA,4,2.5,-0.423770575,-0.528652584,0.637550921
Republican,4,NA,4,4,4,4,4,4,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,3.333333333,-1.332861484,-1.662740901,1.684997669
Independent,3,3,1,2,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Democrat,2,NA,2,1,2,2,2,2,2,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,4,3,4,1.333333333,0.667138516,0.832253397,-0.828874527
Independent,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.333333333,4,NA,3,1.5,0.000471849,0.000588631,-0.619385178
Democrat,1,1,1,NA,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3.75,4,NA,3,1.5,1.417138516,1.767876258,-0.619385178
Independent,4,4,4,3,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,NA,3,3,-0.832861484,-1.038992326,1.26601897
Democrat,2,1,1,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3.714285714,4,NA,3,1.5,1.38142423,1.723322788,-0.619385178
Independent,4,4,2,3,3,3,4,3,4,NA,3,NA,2,NA,NA,3,3,NA,2,1.928571429,2,NA,3,2.5,-0.404290055,-0.504350691,0.637550921
Independent,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,4,2,2,2.333333333,0.667138516,0.832253397,0.428061571
Independent,1,1,1,1,1,1,1,1,1,1,NA,1,1,NA,1,NA,1,NA,NA,4,4,NA,1,2.5,1.667138516,2.079750545,0.637550921
Republican,2,NA,1,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,1.666666667,0.667138516,0.832253397,-0.409895828
Independent,2,NA,2,2,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,0.667138516,0.832253397,1.26601897
Democrat,2,3,1,1,2,2,2,2,2,2,1,NA,NA,3,NA,NA,2,3,NA,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Independent,2,3,2,2,3,1,2,3,3,NA,3,NA,NA,NA,NA,3,3,3,3,2.428571429,4,NA,4,1,0.095709945,0.119397883,-1.247853227
Independent,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,1,1.667138516,2.079750545,-1.247853227
Independent,4,3,2,3,NA,1,NA,2,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2.25,4,NA,4,1,-0.082861484,-0.103369465,-1.247853227
Democrat,3,NA,1,2,3,3,3,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2.333333333,4,3,3,1.666666667,0.000471849,0.000588631,-0.409895828
Republican,4,4,4,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3,3,-1.332861484,-1.662740901,1.26601897
Republican,4,NA,4,4,4,4,4,4,4,NA,4,NA,NA,NA,NA,4,NA,NA,4,1,2,NA,2,3,-1.332861484,-1.662740901,1.26601897
Independent,2,NA,2,1,2,2,2,2,2,NA,NA,NA,NA,2,NA,2,NA,3,NA,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Republican,3,4,2,2,2,2,NA,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2.666666667,4,NA,3,1.5,0.333805183,0.416421014,-0.619385178
Republican,3,NA,3,4,NA,NA,3,2,3,2,NA,2,NA,2,NA,NA,NA,NA,2,2.4,3,2,3,2.333333333,0.067138516,0.083755107,0.428061571
Independent,3,NA,2,2,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2.666666667,4,2,3,2,0.333805183,0.416421014,0.009082872
Republican,4,4,4,4,4,4,4,4,4,NA,NA,4,NA,4,NA,NA,NA,NA,4,1,1,NA,4,2.5,-1.332861484,-1.662740901,0.637550921
Democrat,2,NA,1,3,2,2,2,4,2,NA,2,3,NA,NA,NA,2,NA,4,NA,2.583333333,4,NA,4,1,0.250471849,0.312462918,-1.247853227
Democrat,2,2,1,2,3,2,2,2,2,NA,NA,3,NA,3,NA,3,NA,NA,NA,2.75,3,NA,4,1.5,0.417138516,0.520379109,-0.619385178
Independent,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,2,NA,NA,NA,2.571428571,4,NA,2,2,0.238567088,0.297611761,0.009082872
Independent,3,NA,1,3,NA,NA,NA,2,2,NA,NA,NA,1,NA,2,NA,NA,NA,NA,3,4,3,4,1.333333333,0.667138516,0.832253397,-0.828874527
Democrat,2,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,4,2,2,2.333333333,1.417138516,1.767876258,0.428061571
Republican,4,2,3,3,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.142857143,2,NA,3,2.5,-0.190004341,-0.237029874,0.637550921
Independent,3,NA,1,2,1,1,2,2,1,NA,2,3,NA,2,1,NA,NA,2,NA,3.230769231,4,2,4,1.666666667,0.897907747,1.120137354,-0.409895828
NA,3,NA,4,1,4,3,2,2,2,NA,2,2,2,NA,NA,NA,NA,NA,2,2.583333333,3,3,2,2.333333333,0.250471849,0.312462918,0.428061571
Democrat,2,3,1,2,3,4,2,1,2,NA,4,4,4,4,4,NA,NA,NA,NA,2.142857143,4,NA,3,1.5,-0.190004341,-0.237029874,-0.619385178
Republican,3,3,3,3,3,3,4,4,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1.6,1,NA,2,3.5,-0.732861484,-0.914242611,1.894487019
Independent,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,4,2.333333333,-1.332861484,-1.662740901,0.428061571
Democrat,2,NA,1,2,2,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125,4,NA,4,1,0.792138516,0.98819054,-1.247853227
Republican,3,4,3,3,4,4,4,4,4,NA,NA,4,3,NA,NA,NA,NA,4,NA,1.333333333,1,NA,2,3.5,-0.999528151,-1.246908518,1.894487019
Democrat,3,1,1,1,2,1,2,1,1,NA,2,NA,2,2,NA,NA,NA,2,1,3.428571429,4,NA,4,1,1.095709945,1.366895032,-1.247853227
Independent,4,4,3,3,NA,NA,NA,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1.285714286,2,NA,3,2.5,-1.047147198,-1.306313144,0.637550921
Democrat,2,NA,1,2,2,2,2,2,1,NA,2,NA,2,NA,NA,2,NA,2,NA,3.166666667,4,2,4,1.666666667,0.833805183,1.040169588,-0.409895828
Democrat,2,2,1,1,2,NA,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3.333333333,3,NA,4,1.5,1.000471849,1.248085779,-0.619385178
Independent,1,NA,1,1,2,2,NA,2,2,NA,2,NA,3,2,1,NA,2,NA,NA,3.25,4,1,4,2,0.917138516,1.144127684,0.009082872
Independent,2,4,2,2,2,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2,NA,2,3,0.167138516,0.208504822,1.26601897
Democrat,3,NA,2,3,NA,3,2,2,2,NA,NA,3,4,NA,NA,1,NA,2,NA,2.545454545,4,2,2,2.333333333,0.212593062,0.265209238,0.428061571
Democrat,1,2,1,2,2,2,2,1,1,2,NA,2,NA,3,NA,2,NA,NA,2,3.214285714,4,NA,4,1,0.88142423,1.099574214,-1.247853227
Republican,3,NA,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2.333333333,-0.332861484,-0.415243752,0.428061571
Independent,3,NA,2,2,2,2,2,2,2,NA,NA,NA,1,2,2,2,NA,NA,NA,3,4,3,3,1.666666667,0.667138516,0.832253397,-0.409895828
Democrat,3,NA,2,2,2,NA,NA,3,2,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2.75,3,NA,NA,2,0.417138516,0.520379109,0.009082872
Republican,4,NA,2,3,2,3,3,4,4,2,2,NA,3,NA,3,3,NA,NA,NA,2.076923077,2,3,3,2.333333333,-0.255938407,-0.319282433,0.428061571
Republican,4,4,4,4,4,4,4,4,4,NA,4,4,4,4,NA,NA,4,NA,NA,1,1,NA,2,3.5,-1.332861484,-1.662740901,1.894487019
Republican,4,4,4,4,4,4,4,4,4,4,4,NA,NA,4,NA,NA,4,4,NA,1,1,NA,1,4,-1.332861484,-1.662740901,2.522955068
Democrat,2,NA,1,1,2,2,2,2,1,NA,NA,2,NA,NA,NA,NA,2,2,NA,3.272727273,4,NA,4,1,0.939865789,1.172479892,-1.247853227
Democrat,2,NA,1,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,4,3,3,1.666666667,0.867138516,1.081752826,-0.409895828
Democrat,2,NA,1,1,3,1,2,3,2,NA,2,NA,2,3,3,NA,NA,NA,4,2.769230769,4,2,3,2,0.436369285,0.544369439,0.009082872
Democrat,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,1,0.667138516,0.832253397,-1.247853227
Democrat,1,NA,1,2,2,NA,2,2,2,NA,NA,NA,3,2,NA,NA,NA,NA,NA,3.111111111,4,NA,4,1,0.778249627,0.970864191,-1.247853227
Democrat,2,NA,2,2,2,2,NA,2,2,2,2,NA,NA,NA,2,2,NA,NA,NA,3,4,NA,4,1,0.667138516,0.832253397,-1.247853227
Other,4,3,4,4,3,4,4,4,4,NA,4,4,NA,4,NA,4,4,NA,NA,1.142857143,2,NA,2,3,-1.190004341,-1.484527022,1.26601897
Republican,3,4,3,3,4,4,4,3,4,NA,NA,4,NA,4,NA,4,NA,3,NA,1.384615385,2,NA,2,3,-0.948246099,-1.182934305,1.26601897
Democrat,4,4,4,4,4,4,4,4,4,NA,NA,NA,3,4,NA,4,4,NA,4,1.071428571,3,NA,3,2,-1.261432912,-1.573633961,0.009082872
Independent,2,3,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,2,0.667138516,0.832253397,0.009082872
Democrat,1,1,1,1,1,1,1,2,1,NA,NA,NA,2,NA,2,NA,2,NA,1,3.692307692,4,NA,4,1,1.359446208,1.695905269,-1.247853227
Republican,2,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,4,2,3,2,1.167138516,1.456001971,0.009082872
Independent,3,3,3,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,3,2.5,-0.332861484,-0.415243752,0.637550921
Republican,2,NA,1,1,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.333333333,2,NA,3,2.5,1.000471849,1.248085779,0.637550921
Other,2,2,2,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2,3,0.667138516,0.832253397,1.26601897
Democrat,4,NA,2,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,3,3,3,2,-0.207861484,-0.259306608,0.009082872
Democrat,2,1,1,2,1,1,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3.727272727,4,NA,4,1,1.394411243,1.73952405,-1.247853227
Democrat,2,3,1,3,4,3,4,1,3,NA,2,3,2,NA,4,NA,NA,NA,2,2.357142857,4,NA,4,1,0.024281373,0.030290944,-1.247853227
Independent,3,2,1,1,4,3,4,1,3,NA,3,3,NA,NA,3,3,4,NA,NA,2.285714286,4,NA,2,2,-0.047147198,-0.058815995,0.009082872
Democrat,2,NA,1,1,2,4,2,2,1,NA,NA,NA,NA,3,NA,1,NA,NA,NA,3.1,3,3,4,1.666666667,0.767138516,0.957003111,-0.409895828
Republican,4,4,4,4,4,4,4,4,4,NA,NA,4,4,NA,4,NA,4,4,NA,1,1,NA,1,4,-1.332861484,-1.662740901,2.522955068
Independent,4,NA,4,4,4,4,4,4,4,NA,4,NA,NA,4,NA,4,3,3,NA,1.153846154,1,3,3,2.666666667,-1.17901533,-1.470818262,0.84704027
Democrat,1,NA,1,1,1,1,1,1,1,3,NA,NA,3,NA,3,1,NA,3,NA,3.384615385,4,4,4,1,1.051753901,1.312059992,-1.247853227
Republican,4,NA,4,2,4,4,4,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,4,1.181818182,1,3,4,2.333333333,-1.151043302,-1.435923237,0.428061571
Democrat,3,NA,3,2,3,3,3,3,3,NA,2,NA,2,2,3,NA,NA,NA,NA,2.333333333,4,NA,4,1,0.000471849,0.000588631,-1.247853227
Republican,2,NA,3,2,3,3,2,2,2,3,NA,NA,NA,NA,NA,3,2,3,2,2.538461538,4,2,3,2,0.205600055,0.256485482,0.009082872
Democrat,NA,NA,2,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,4,NA,NA,1,0.417138516,0.520379109,-1.247853227
Independent,2,NA,2,3,3,3,2,2,2,NA,3,3,NA,NA,NA,2,NA,3,3,2.461538462,4,NA,2,2,0.128676978,0.160524163,0.009082872
Independent,4,NA,2,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,3,4,4,1.333333333,-0.082861484,-0.103369465,-0.828874527
Independent,3,NA,2,3,2,2,2,2,3,NA,2,3,NA,2,NA,3,NA,NA,NA,2.583333333,3,2,3,2.333333333,0.250471849,0.312462918,0.428061571
Independent,1,NA,2,3,NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2.8,4,3,4,1.333333333,0.467138516,0.582753967,-0.828874527
Democrat,2,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,4,3,4,1.333333333,0.667138516,0.832253397,-0.828874527
Other,2,2,2,3,NA,NA,NA,2,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2.571428571,3,NA,3,2,0.238567088,0.297611761,0.009082872
Independent,2,NA,1,2,NA,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.571428571,4,3,4,1.333333333,1.238567088,1.54510891,-0.828874527
Independent,1,NA,1,2,3,2,3,4,2,NA,4,NA,NA,2,1,NA,3,4,NA,2.538461538,4,3,4,1.333333333,0.205600055,0.256485482,-0.828874527
Independent,2,2,2,2,2,1,2,2,2,2,2,NA,NA,2,NA,NA,2,2,NA,3.071428571,4,NA,4,1,0.738567088,0.921360336,-1.247853227
Democrat,3,1,1,4,4,4,1,4,1,4,NA,4,NA,NA,NA,4,4,4,NA,1.928571429,4,NA,4,1,-0.404290055,-0.504350691,-1.247853227
Independent,3,NA,2,2,4,4,4,4,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,1.6,4,3,4,1.333333333,-0.732861484,-0.914242611,-0.828874527
Independent,3,NA,2,4,4,4,NA,3,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1.5,4,4,4,1,-0.832861484,-1.038992326,-1.247853227
Independent,4,4,3,3,4,3,4,4,4,NA,NA,4,4,NA,4,NA,NA,4,4,1.214285714,4,NA,3,1.5,-1.11857577,-1.395420083,-0.619385178
Republican,4,NA,4,4,4,4,4,4,4,NA,NA,4,NA,4,4,NA,4,NA,4,1,2,2,2,3,-1.332861484,-1.662740901,1.26601897
Republican,3,NA,4,3,4,4,4,4,4,NA,4,NA,NA,4,NA,NA,NA,NA,NA,1.2,1,3,1,3.333333333,-1.132861484,-1.413241471,1.684997669
Independent,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,1.666666667,0.667138516,0.832253397,-0.409895828
Republican,4,NA,4,4,4,4,4,4,4,4,NA,4,NA,4,4,NA,NA,4,NA,1,1,2,2,3.333333333,-1.332861484,-1.662740901,1.684997669
Independent,3,NA,3,4,4,4,4,4,4,4,NA,4,4,NA,NA,NA,4,4,NA,1.153846154,2,2,2,3,-1.17901533,-1.470818262,1.26601897
Democrat,1,1,1,1,1,1,1,1,1,NA,2,NA,2,NA,1,NA,2,2,NA,3.714285714,4,NA,4,1,1.38142423,1.723322788,-1.247853227
Independent,3,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,4,3,4,1.333333333,0.667138516,0.832253397,-0.828874527
Independent,2,2,1,2,3,1,2,2,1,NA,NA,NA,2,3,2,3,NA,3,NA,2.928571429,4,NA,4,1,0.595709945,0.743146457,-1.247853227
Democrat,2,1,1,3,2,2,1,2,1,NA,1,3,NA,NA,NA,2,3,2,NA,3.142857143,4,NA,4,1,0.809995659,1.010467275,-1.247853227
Republican,3,3,4,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,3,2.5,-0.332861484,-0.415243752,0.637550921
Democrat,2,NA,1,2,1,2,2,4,2,NA,3,4,NA,3,NA,NA,4,3,NA,2.461538462,4,4,4,1,0.128676978,0.160524163,-1.247853227
Independent,4,4,4,3,3,NA,4,3,4,NA,3,NA,NA,3,3,4,NA,3,NA,1.538461538,1,NA,3,3,-0.794399945,-0.991011667,1.26601897
Independent,2,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,2,2,2,3,0.667138516,0.832253397,1.26601897
Republican,4,NA,4,4,4,4,4,4,4,4,NA,NA,NA,4,4,4,NA,4,NA,1,1,NA,4,2.5,-1.332861484,-1.662740901,0.637550921
Republican,4,NA,4,4,4,4,4,4,4,NA,4,NA,NA,4,NA,4,NA,NA,NA,1,2,NA,2,3,-1.332861484,-1.662740901,1.26601897
Republican,4,NA,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,4,NA,NA,1,2,3,3,2.333333333,-1.332861484,-1.662740901,0.428061571
Democrat,2,2,3,2,3,2,3,3,3,4,4,NA,4,NA,NA,4,4,NA,NA,1.928571429,4,NA,3,1.5,-0.404290055,-0.504350691,-0.619385178
Democrat,2,4,1,NA,3,4,3,2,3,4,NA,NA,NA,NA,NA,NA,3,4,4,1.916666667,2,NA,4,2,-0.416194817,-0.519201848,0.009082872
Republican,1,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,4,4,4,1,1.417138516,1.767876258,-1.247853227
NA,3,NA,2,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,4,3,3,1.666666667,-0.082861484,-0.103369465,-0.409895828
Democrat,2,NA,1,1,2,2,2,2,2,NA,NA,3,NA,NA,NA,2,NA,NA,2,3.090909091,4,1,4,2,0.758047607,0.945662228,0.009082872
Independent,2,NA,2,3,3,3,3,3,3,NA,NA,3,3,3,NA,3,NA,NA,3,2.153846154,3,2,2,2.666666667,-0.17901533,-0.223321114,0.84704027
Democrat,2,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125,4,3,4,1.333333333,0.792138516,0.98819054,-0.828874527
Independent,3,NA,1,2,3,3,2,3,3,NA,NA,NA,4,NA,NA,2,3,NA,2,2.416666667,4,2,4,1.666666667,0.083805183,0.104546727,-0.409895828
Democrat,1,NA,1,2,3,3,3,2,2,3,2,NA,3,3,NA,NA,3,NA,NA,2.615384615,4,3,3,1.666666667,0.282523132,0.352446801,-0.409895828
Democrat,2,NA,1,1,2,1,2,3,1,NA,NA,3,2,NA,2,1,NA,NA,NA,3.25,4,NA,4,1,0.917138516,1.144127684,-1.247853227
Independent,3,3,2,3,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.444444444,4,NA,3,1.5,0.111582961,0.139199425,-0.619385178
Democrat,3,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2.8,4,3,3,1.666666667,0.467138516,0.582753967,-0.409895828
Republican,2,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,3,NA,2,2.5,0.067138516,0.083755107,0.637550921
Republican,4,4,2,2,3,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,3,NA,3,2,-0.207861484,-0.259306608,0.009082872
Democrat,1,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,4,1,1,3,1.417138516,1.767876258,1.26601897
Independent,4,NA,3,2,4,3,4,4,4,NA,NA,NA,4,NA,3,NA,NA,NA,NA,1.5,4,4,4,1,-0.832861484,-1.038992326,-1.247853227
Democrat,3,3,1,1,NA,NA,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.571428571,3,NA,3,2,0.238567088,0.297611761,0.009082872
